job_role,experience,notice_period,interview_time,past_reschedules,current_company_size,candidate_location,communication_score,expected_salary,scheduled_day_gap,no_show
Frontend Developer,3.0,15,Afternoon,0,Mid-size,Different City,8.4,1457092,15,0
Frontend Developer,0.8,60,Morning,2,Enterprise,Same City,2.1,284571,19,0
QA Tester,5.0,90,Afternoon,2,Enterprise,Same City,8.6,473023,10,1
Frontend Developer,7.9,30,Morning,2,Startup,Same City,4.7,1182893,12,0
Software Engineer,7.1,30,Evening,0,Enterprise,Same City,3.3,989578,6,0
QA Tester,0.5,60,Morning,1,Mid-size,Same City,8.8,819326,13,1
Software Engineer,0.7,30,Morning,1,Enterprise,Same City,4.9,1081600,4,1
Data Analyst,4.0,60,Evening,0,Mid-size,Same City,8.3,983442,13,0
Software Engineer,3.0,15,Morning,0,Mid-size,Same City,3.4,1366266,17,1
Data Analyst,2.3,15,Afternoon,0,Enterprise,Same City,1.0,1241806,1,0
Data Analyst,2.8,90,Afternoon,0,Enterprise,Different City,5.5,1150485,5,0
Software Engineer,8.0,45,Evening,0,Mid-size,Same City,1.9,1119733,17,0
QA Tester,9.3,60,Evening,0,Startup,Different City,7.8,386974,18,0
Frontend Developer,4.1,30,Evening,0,Mid-size,Different City,3.5,277050,7,1
Frontend Developer,9.1,45,Morning,0,Mid-size,Different City,5.0,611949,16,0
Data Analyst,3.2,45,Evening,0,Startup,Same City,1.8,1105542,8,0
Data Analyst,4.8,45,Afternoon,0,Startup,Same City,3.6,1375269,12,0
QA Tester,2.3,45,Afternoon,0,Enterprise,Different City,8.0,552388,14,1
Backend Developer,6.4,45,Morning,0,Startup,Same City,2.4,481898,19,0
Software Engineer,9.8,30,Afternoon,0,Mid-size,Same City,6.8,612839,11,0
Data Analyst,6.0,30,Evening,0,Startup,Same City,9.3,1022723,12,0
Frontend Developer,3.6,60,Evening,0,Mid-size,Same City,7.1,497943,13,1
QA Tester,6.5,30,Afternoon,1,Startup,Different City,8.3,1388964,8,1
Software Engineer,1.2,45,Morning,0,Startup,Same City,2.0,327332,1,0
QA Tester,8.9,30,Morning,1,Enterprise,Same City,3.3,958854,9,0
Software Engineer,5.0,45,Evening,0,Enterprise,Same City,9.1,1163818,2,1
Software Engineer,4.5,45,Afternoon,0,Startup,Same City,7.4,1411242,14,0
Data Analyst,5.9,30,Afternoon,0,Mid-size,Same City,6.8,901336,13,0
QA Tester,6.2,15,Morning,0,Mid-size,Same City,7.0,1036360,16,1
QA Tester,0.7,15,Afternoon,1,Enterprise,Different City,4.7,595184,2,0
Frontend Developer,6.8,45,Afternoon,0,Enterprise,Same City,1.4,935401,4,0
Frontend Developer,2.4,60,Evening,0,Mid-size,Different City,8.1,1047147,12,1
Data Analyst,7.1,15,Afternoon,0,Mid-size,Same City,7.1,712122,16,0
Data Analyst,8.2,45,Morning,0,Enterprise,Same City,5.3,1154640,10,0
Backend Developer,8.0,30,Afternoon,2,Startup,Same City,9.1,418147,3,1
Frontend Developer,5.5,30,Morning,1,Mid-size,Same City,4.0,1494235,4,0
Software Engineer,5.2,90,Evening,0,Enterprise,Different City,3.6,565792,6,1
QA Tester,1.4,30,Morning,0,Enterprise,Different City,8.9,795422,5,1
Data Analyst,7.8,30,Afternoon,0,Mid-size,Same City,8.2,1020545,18,1
QA Tester,2.7,15,Morning,1,Mid-size,Same City,5.6,1092575,3,0
QA Tester,5.0,15,Afternoon,0,Mid-size,Different City,2.2,1367699,10,0
Backend Developer,2.8,30,Afternoon,0,Mid-size,Same City,2.9,738775,11,0
Frontend Developer,1.3,15,Afternoon,2,Mid-size,Same City,6.9,426225,19,0
Data Analyst,6.3,45,Morning,0,Mid-size,Different City,4.5,1285992,14,0
QA Tester,0.5,30,Morning,0,Enterprise,Same City,8.5,1452203,11,0
Data Analyst,7.5,45,Morning,3,Enterprise,Different City,9.5,974353,4,1
Software Engineer,3.2,15,Afternoon,0,Startup,Same City,8.3,717216,6,0
Backend Developer,0.0,30,Morning,0,Mid-size,Different City,4.4,1365262,17,0
Software Engineer,5.1,45,Afternoon,0,Mid-size,Same City,8.1,1149273,19,0
Data Analyst,0.5,90,Evening,0,Mid-size,Same City,4.2,806552,13,0
Data Analyst,2.8,15,Evening,0,Startup,Same City,2.5,690769,10,0
Frontend Developer,7.1,60,Afternoon,2,Mid-size,Same City,1.3,435431,11,1
QA Tester,0.6,45,Afternoon,0,Enterprise,Same City,4.5,1146317,6,0
QA Tester,8.4,45,Morning,1,Mid-size,Same City,9.1,1439456,2,0
Software Engineer,0.0,45,Afternoon,2,Enterprise,Same City,3.2,1350906,1,0
Backend Developer,2.5,15,Evening,0,Enterprise,Different City,2.9,888960,11,1
QA Tester,7.4,15,Morning,0,Startup,Same City,9.7,550489,16,0
Frontend Developer,3.2,45,Afternoon,0,Startup,Same City,1.2,1356331,3,0
Software Engineer,1.0,30,Evening,2,Enterprise,Same City,8.1,1104639,5,1
Software Engineer,3.6,90,Evening,1,Enterprise,Same City,3.9,424811,15,1
Frontend Developer,2.7,30,Morning,0,Startup,Same City,1.3,428810,15,0
Backend Developer,8.4,15,Afternoon,1,Startup,Same City,9.3,1141123,4,0
Frontend Developer,3.1,45,Morning,0,Startup,Different City,2.3,879425,4,0
Backend Developer,7.9,30,Morning,2,Enterprise,Same City,6.0,1135250,8,1
Frontend Developer,8.9,45,Evening,0,Startup,Same City,3.5,610654,7,1
Frontend Developer,4.3,45,Evening,0,Mid-size,Different City,1.6,1210905,17,0
Data Analyst,9.1,90,Afternoon,2,Enterprise,Different City,1.4,920740,15,1
Software Engineer,3.8,60,Morning,0,Startup,Same City,2.0,530356,5,1
Frontend Developer,9.6,45,Evening,0,Mid-size,Different City,1.6,878937,13,0
Frontend Developer,0.9,45,Afternoon,0,Startup,Same City,7.8,825607,4,0
QA Tester,6.9,90,Morning,0,Enterprise,Different City,5.4,667579,17,0
Software Engineer,4.9,30,Afternoon,0,Startup,Same City,4.1,1386422,17,0
QA Tester,3.9,15,Morning,2,Mid-size,Same City,4.8,420372,14,0
Software Engineer,6.3,30,Afternoon,0,Mid-size,Different City,9.4,304808,14,0
QA Tester,7.0,30,Afternoon,0,Startup,Same City,9.2,1173447,17,0
Frontend Developer,0.0,45,Morning,1,Startup,Same City,7.4,816904,8,1
Frontend Developer,1.7,45,Morning,0,Mid-size,Same City,9.0,1009103,2,0
Data Analyst,7.1,45,Morning,0,Startup,Same City,3.9,406359,13,1
QA Tester,6.7,15,Morning,1,Enterprise,Same City,4.4,939331,16,0
Backend Developer,9.7,45,Afternoon,2,Enterprise,Same City,6.5,306152,16,0
Data Analyst,7.6,30,Evening,0,Mid-size,Same City,6.6,292351,6,0
QA Tester,9.5,45,Morning,1,Mid-size,Same City,5.3,477977,4,0
QA Tester,7.0,45,Morning,0,Mid-size,Same City,4.6,310616,3,0
Data Analyst,3.0,30,Afternoon,2,Enterprise,Same City,9.9,1453545,6,0
Frontend Developer,1.1,15,Evening,0,Mid-size,Same City,8.4,1449762,4,1
QA Tester,7.8,15,Morning,1,Startup,Different City,4.9,533269,18,0
Frontend Developer,6.4,60,Morning,0,Startup,Same City,7.5,737310,6,0
Data Analyst,0.5,90,Afternoon,2,Mid-size,Same City,3.4,693612,5,1
Frontend Developer,3.6,45,Morning,1,Mid-size,Different City,1.9,1474494,9,0
Software Engineer,9.6,15,Morning,1,Mid-size,Different City,4.2,663612,11,0
Backend Developer,5.0,30,Afternoon,0,Startup,Same City,4.6,604805,6,0
QA Tester,4.3,45,Afternoon,0,Enterprise,Different City,1.1,1031444,16,1
Backend Developer,4.6,60,Afternoon,0,Startup,Same City,8.3,766941,19,0
Frontend Developer,2.1,15,Afternoon,1,Startup,Different City,4.2,862404,11,1
QA Tester,3.7,15,Afternoon,0,Mid-size,Same City,6.2,369233,15,0
Frontend Developer,3.7,45,Morning,3,Startup,Same City,1.7,263869,9,1
Software Engineer,0.5,30,Morning,2,Mid-size,Same City,2.6,709410,19,1
Data Analyst,7.7,30,Morning,0,Mid-size,Different City,9.0,836455,19,0
QA Tester,4.2,15,Morning,1,Mid-size,Same City,6.5,917482,9,0
Software Engineer,8.2,45,Afternoon,0,Mid-size,Same City,9.6,1473475,4,0
Software Engineer,8.5,60,Evening,0,Startup,Same City,10.0,501536,10,0
QA Tester,2.1,90,Evening,0,Startup,Different City,4.3,795965,9,0
Frontend Developer,6.6,45,Afternoon,0,Enterprise,Different City,3.7,671439,19,1
Software Engineer,4.7,45,Morning,1,Mid-size,Same City,8.7,673030,15,0
Backend Developer,8.8,15,Morning,0,Mid-size,Same City,10.0,375662,19,0
Software Engineer,2.2,45,Evening,0,Startup,Same City,6.7,726827,2,1
Frontend Developer,6.8,30,Afternoon,1,Mid-size,Same City,8.2,686401,10,1
Frontend Developer,6.1,45,Afternoon,1,Mid-size,Different City,8.0,851082,19,1
Backend Developer,3.0,30,Afternoon,0,Mid-size,Same City,4.2,1263567,17,0
Software Engineer,1.4,30,Afternoon,2,Enterprise,Same City,6.2,1374251,2,0
Frontend Developer,6.5,15,Evening,0,Startup,Same City,8.5,290503,19,1
QA Tester,7.4,30,Morning,0,Startup,Same City,7.2,830484,17,0
Data Analyst,3.2,15,Afternoon,0,Enterprise,Same City,1.2,857612,18,0
Data Analyst,6.4,15,Evening,0,Enterprise,Same City,4.0,668277,17,0
Data Analyst,4.0,90,Morning,2,Startup,Same City,2.3,597694,2,1
Software Engineer,7.1,30,Afternoon,0,Mid-size,Same City,3.1,1116763,19,0
Backend Developer,2.0,45,Morning,1,Startup,Same City,9.1,1462280,1,0
Frontend Developer,8.9,60,Evening,0,Startup,Same City,1.3,400424,11,1
QA Tester,2.9,90,Morning,0,Mid-size,Same City,3.0,448187,10,1
QA Tester,3.7,45,Afternoon,3,Startup,Different City,3.8,1133726,5,1
Software Engineer,0.6,60,Morning,1,Enterprise,Same City,6.6,818043,16,0
Data Analyst,1.1,30,Afternoon,0,Mid-size,Same City,5.8,584132,5,0
Software Engineer,5.2,30,Morning,0,Startup,Different City,3.0,1074353,12,0
Backend Developer,2.7,30,Morning,0,Startup,Same City,2.5,702219,4,1
Backend Developer,8.4,45,Afternoon,0,Enterprise,Same City,3.1,1083100,6,0
Frontend Developer,0.1,45,Evening,1,Startup,Same City,5.5,449395,19,1
Frontend Developer,3.8,30,Morning,1,Mid-size,Same City,3.4,558293,9,1
Backend Developer,3.4,15,Morning,0,Mid-size,Same City,9.5,1052271,12,0
Backend Developer,0.2,45,Afternoon,2,Mid-size,Same City,5.2,770724,15,1
